"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"21.07.2023 04:00 - 21.07.2023 05:00","32252","32280"
"21.07.2023 05:00 - 21.07.2023 06:00","32795","32992"
"21.07.2023 06:00 - 21.07.2023 07:00","35564","35929"
"21.07.2023 07:00 - 21.07.2023 08:00","40276","40517"
"21.07.2023 08:00 - 21.07.2023 09:00","44759","44844"
"21.07.2023 09:00 - 21.07.2023 10:00","47301","48114"
"21.07.2023 10:00 - 21.07.2023 11:00","48183","49429"
"21.07.2023 11:00 - 21.07.2023 12:00","48761","49795"
"21.07.2023 12:00 - 21.07.2023 13:00","48217","48056"
"21.07.2023 13:00 - 21.07.2023 14:00","48505","47683"
"21.07.2023 14:00 - 21.07.2023 15:00","49295","48078"
"21.07.2023 15:00 - 21.07.2023 16:00","49434","48317"
"21.07.2023 16:00 - 21.07.2023 17:00","49578","48231"
"21.07.2023 17:00 - 21.07.2023 18:00","48913","47375"
"21.07.2023 18:00 - 21.07.2023 19:00","48626","46501"
"21.07.2023 19:00 - 21.07.2023 20:00","47130","45379"
"21.07.2023 20:00 - 21.07.2023 21:00","45540","43872"
"21.07.2023 21:00 - 21.07.2023 22:00","44736","42769"
"21.07.2023 22:00 - 21.07.2023 23:00","41740","39959"
"21.07.2023 23:00 - 22.07.2023 00:00","38737","37372"
"22.07.2023 00:00 - 22.07.2023 01:00","34698","34841"
"22.07.2023 01:00 - 22.07.2023 02:00","32868","32979"
"22.07.2023 02:00 - 22.07.2023 03:00","31596","31570"
"22.07.2023 03:00 - 22.07.2023 04:00","30742","30679"
"22.07.2023 04:00 - 22.07.2023 05:00","30260","30003"
"22.07.2023 05:00 - 22.07.2023 06:00","30108","29798"
"22.07.2023 06:00 - 22.07.2023 07:00","30571","30172"
"22.07.2023 07:00 - 22.07.2023 08:00","32788","32491"
"22.07.2023 08:00 - 22.07.2023 09:00","35090","34900"
"22.07.2023 09:00 - 22.07.2023 10:00","36944","37026"
"22.07.2023 10:00 - 22.07.2023 11:00","37669","37783"
"22.07.2023 11:00 - 22.07.2023 12:00","37690","37763"
"22.07.2023 12:00 - 22.07.2023 13:00","37495","37745"
"22.07.2023 13:00 - 22.07.2023 14:00","37051","38196"
"22.07.2023 14:00 - 22.07.2023 15:00","36747","36714"
"22.07.2023 15:00 - 22.07.2023 16:00","36719","35799"
"22.07.2023 16:00 - 22.07.2023 17:00","36973","37085"
"22.07.2023 17:00 - 22.07.2023 18:00","37760","38411"
"22.07.2023 18:00 - 22.07.2023 19:00","38674","38881"
"22.07.2023 19:00 - 22.07.2023 20:00","38878","38561"
"22.07.2023 20:00 - 22.07.2023 21:00","38493","37582"
"22.07.2023 21:00 - 22.07.2023 22:00","38017","37204"
"22.07.2023 22:00 - 22.07.2023 23:00","36272","35288"
"22.07.2023 23:00 - 23.07.2023 00:00","34269","33002"
"23.07.2023 00:00 - 23.07.2023 01:00","32142","30957"
"23.07.2023 01:00 - 23.07.2023 02:00","30296","29285"
"23.07.2023 02:00 - 23.07.2023 03:00","28917","28149"
"23.07.2023 03:00 - 23.07.2023 04:00","27900","27182"
"23.07.2023 04:00 - 23.07.2023 05:00","26942","26806"
"23.07.2023 05:00 - 23.07.2023 06:00","26883","26335"
"23.07.2023 06:00 - 23.07.2023 07:00","26221","25882"
"23.07.2023 07:00 - 23.07.2023 08:00","27175","27018"
"23.07.2023 08:00 - 23.07.2023 09:00","28649","28539"
"23.07.2023 09:00 - 23.07.2023 10:00","30546","30416"
"23.07.2023 10:00 - 23.07.2023 11:00","31372","31342"
"23.07.2023 11:00 - 23.07.2023 12:00","32197","31999"
"23.07.2023 12:00 - 23.07.2023 13:00","33023","32628"
"23.07.2023 13:00 - 23.07.2023 14:00","33342","32743"
"23.07.2023 14:00 - 23.07.2023 15:00","32984","33064"
"23.07.2023 15:00 - 23.07.2023 16:00","32694","33362"
"23.07.2023 16:00 - 23.07.2023 17:00","33373","33885"
"23.07.2023 17:00 - 23.07.2023 18:00","34529","35243"
"23.07.2023 18:00 - 23.07.2023 19:00","35597","36012"
"23.07.2023 19:00 - 23.07.2023 20:00","36254","36519"
"23.07.2023 20:00 - 23.07.2023 21:00","36355","36724"
"23.07.2023 21:00 - 23.07.2023 22:00","36385","37138"
"23.07.2023 22:00 - 23.07.2023 23:00","35288","35640"
"23.07.2023 23:00 - 24.07.2023 00:00","33293","33457"
"24.07.2023 00:00 - 24.07.2023 01:00","32503","30939"
"24.07.2023 01:00 - 24.07.2023 02:00","30358","29142"
"24.07.2023 02:00 - 24.07.2023 03:00","29136","27960"
"24.07.2023 03:00 - 24.07.2023 04:00","28329","27327"
"24.07.2023 04:00 - 24.07.2023 05:00","27450","27423"
"24.07.2023 05:00 - 24.07.2023 06:00","28683","28940"
"24.07.2023 06:00 - 24.07.2023 07:00","32646","32739"
"24.07.2023 07:00 - 24.07.2023 08:00","38041","37902"
"24.07.2023 08:00 - 24.07.2023 09:00","43565","43152"
"24.07.2023 09:00 - 24.07.2023 10:00","46050","46145"
"24.07.2023 10:00 - 24.07.2023 11:00","46948","47750"
"24.07.2023 11:00 - 24.07.2023 12:00","47407","48381"
"24.07.2023 12:00 - 24.07.2023 13:00","46821","47471"
"24.07.2023 13:00 - 24.07.2023 14:00","47678","48642"
"24.07.2023 14:00 - 24.07.2023 15:00","48554","48786"
"24.07.2023 15:00 - 24.07.2023 16:00","48837","48953"
"24.07.2023 16:00 - 24.07.2023 17:00","48972","48479"
"24.07.2023 17:00 - 24.07.2023 18:00","48198","47256"
"24.07.2023 18:00 - 24.07.2023 19:00","47045","45934"
"24.07.2023 19:00 - 24.07.2023 20:00","46142","45151"
"24.07.2023 20:00 - 24.07.2023 21:00","45422","44197"
"24.07.2023 21:00 - 24.07.2023 22:00","44631","42762"
"24.07.2023 22:00 - 24.07.2023 23:00","42210","39776"
"24.07.2023 23:00 - 25.07.2023 00:00","39081","36912"
"25.07.2023 00:00 - 25.07.2023 01:00","35196","34501"
"25.07.2023 01:00 - 25.07.2023 02:00","33193","32432"
"25.07.2023 02:00 - 25.07.2023 03:00","31671","31105"
"25.07.2023 03:00 - 25.07.2023 04:00","30731","30378"
"25.07.2023 04:00 - 25.07.2023 05:00","31037","29953"
"25.07.2023 05:00 - 25.07.2023 06:00","31984","30484"
"25.07.2023 06:00 - 25.07.2023 07:00","34895","33346"
"25.07.2023 07:00 - 25.07.2023 08:00","39658","38063"
"25.07.2023 08:00 - 25.07.2023 09:00","44418","41986"
"25.07.2023 09:00 - 25.07.2023 10:00","47540","44605"
"25.07.2023 10:00 - 25.07.2023 11:00","48643","45676"
"25.07.2023 11:00 - 25.07.2023 12:00","49187","47022"
"25.07.2023 12:00 - 25.07.2023 13:00","48126","45750"
"25.07.2023 13:00 - 25.07.2023 14:00","48707","45776"
"25.07.2023 14:00 - 25.07.2023 15:00","49143","47289"
"25.07.2023 15:00 - 25.07.2023 16:00","49254","47704"
"25.07.2023 16:00 - 25.07.2023 17:00","48722","47191"
"25.07.2023 17:00 - 25.07.2023 18:00","47574","46108"
"25.07.2023 18:00 - 25.07.2023 19:00","46372","44717"
"25.07.2023 19:00 - 25.07.2023 20:00","45480","43506"
"25.07.2023 20:00 - 25.07.2023 21:00","44286","42019"
"25.07.2023 21:00 - 25.07.2023 22:00","43248","40933"
"25.07.2023 22:00 - 25.07.2023 23:00","40777","38169"
"25.07.2023 23:00 - 26.07.2023 00:00","37880","35250"
"26.07.2023 00:00 - 26.07.2023 01:00","33790","32477"
"26.07.2023 01:00 - 26.07.2023 02:00","31673","30729"
"26.07.2023 02:00 - 26.07.2023 03:00","30371","29470"
"26.07.2023 03:00 - 26.07.2023 04:00","29694","28793"
"26.07.2023 04:00 - 26.07.2023 05:00","29250","28704"
"26.07.2023 05:00 - 26.07.2023 06:00","29738","29617"
"26.07.2023 06:00 - 26.07.2023 07:00","32532","32364"
"26.07.2023 07:00 - 26.07.2023 08:00","36922","36856"
"26.07.2023 08:00 - 26.07.2023 09:00","40338","41110"
"26.07.2023 09:00 - 26.07.2023 10:00","42904","42657"
"26.07.2023 10:00 - 26.07.2023 11:00","43902","42440"
"26.07.2023 11:00 - 26.07.2023 12:00","44859","41968"
"26.07.2023 12:00 - 26.07.2023 13:00","44417","40416"
"26.07.2023 13:00 - 26.07.2023 14:00","44525","40245"
"26.07.2023 14:00 - 26.07.2023 15:00","45974","42059"
"26.07.2023 15:00 - 26.07.2023 16:00","46533","42760"
"26.07.2023 16:00 - 26.07.2023 17:00","46068","42524"
"26.07.2023 17:00 - 26.07.2023 18:00","44598","41746"
"26.07.2023 18:00 - 26.07.2023 19:00","43383","41018"
"26.07.2023 19:00 - 26.07.2023 20:00","42208","40264"
"26.07.2023 20:00 - 26.07.2023 21:00","41182","39124"
"26.07.2023 21:00 - 26.07.2023 22:00","40583","37921"
"26.07.2023 22:00 - 26.07.2023 23:00","38079","34984"
"26.07.2023 23:00 - 27.07.2023 00:00","35343","32427"
"27.07.2023 00:00 - 27.07.2023 01:00","31970","30106"
"27.07.2023 01:00 - 27.07.2023 02:00","30213","28402"
"27.07.2023 02:00 - 27.07.2023 03:00","28813","27384"
"27.07.2023 03:00 - 27.07.2023 04:00","28289","26885"
"27.07.2023 04:00 - 27.07.2023 05:00","28530","26784"
"27.07.2023 05:00 - 27.07.2023 06:00","29320","27878"
"27.07.2023 06:00 - 27.07.2023 07:00","32011","30899"
"27.07.2023 07:00 - 27.07.2023 08:00","36456","35900"
"27.07.2023 08:00 - 27.07.2023 09:00","40438","39666"
"27.07.2023 09:00 - 27.07.2023 10:00","41777","40869"
"27.07.2023 10:00 - 27.07.2023 11:00","41770","40380"
"27.07.2023 11:00 - 27.07.2023 12:00","41431","39890"
"27.07.2023 12:00 - 27.07.2023 13:00","40143","38255"
"27.07.2023 13:00 - 27.07.2023 14:00","40215","38235"
"27.07.2023 14:00 - 27.07.2023 15:00","41655","38961"
"27.07.2023 15:00 - 27.07.2023 16:00","42192","39651"
"27.07.2023 16:00 - 27.07.2023 17:00","42485","40309"
"27.07.2023 17:00 - 27.07.2023 18:00","42149","40364"
"27.07.2023 18:00 - 27.07.2023 19:00","41677","39956"
"27.07.2023 19:00 - 27.07.2023 20:00","41047","39510"
"27.07.2023 20:00 - 27.07.2023 21:00","40764","38522"
"27.07.2023 21:00 - 27.07.2023 22:00","40178","37702"
"27.07.2023 22:00 - 27.07.2023 23:00","37636","35095"
"27.07.2023 23:00 - 28.07.2023 00:00","34693","32410"
"28.07.2023 00:00 - 28.07.2023 01:00","29413","29792"
"28.07.2023 01:00 - 28.07.2023 02:00","27903","28081"
"28.07.2023 02:00 - 28.07.2023 03:00","26937","27110"
"28.07.2023 03:00 - 28.07.2023 04:00","26400","26664"
"28.07.2023 04:00 - 28.07.2023 05:00","28011","26602"
"28.07.2023 05:00 - 28.07.2023 06:00","28814","27791"
"28.07.2023 06:00 - 28.07.2023 07:00","31473","30762"
"28.07.2023 07:00 - 28.07.2023 08:00","36198","35195"
"28.07.2023 08:00 - 28.07.2023 09:00","39889","39150"
"28.07.2023 09:00 - 28.07.2023 10:00","41080","40690"
"28.07.2023 10:00 - 28.07.2023 11:00","41078","40165"
"28.07.2023 11:00 - 28.07.2023 12:00","41077","39859"
"28.07.2023 12:00 - 28.07.2023 13:00","40259","38780"
"28.07.2023 13:00 - 28.07.2023 14:00","40196","38571"
"28.07.2023 14:00 - 28.07.2023 15:00","40741","38977"
"28.07.2023 15:00 - 28.07.2023 16:00","40960","39750"
"28.07.2023 16:00 - 28.07.2023 17:00","41378","40384"
"28.07.2023 17:00 - 28.07.2023 18:00","41248","40438"
"28.07.2023 18:00 - 28.07.2023 19:00","40112","40011"
"28.07.2023 19:00 - 28.07.2023 20:00","39475","39115"
"28.07.2023 20:00 - 28.07.2023 21:00","38700","38182"
"28.07.2023 21:00 - 28.07.2023 22:00","37702","37214"
"28.07.2023 22:00 - 28.07.2023 23:00","35079","34518"
"28.07.2023 23:00 - 29.07.2023 00:00","32658","31955"
"29.07.2023 00:00 - 29.07.2023 01:00","30546","29693"
"29.07.2023 01:00 - 29.07.2023 02:00","28820","28110"
"29.07.2023 02:00 - 29.07.2023 03:00","27588","27084"
"29.07.2023 03:00 - 29.07.2023 04:00","26834","26443"
"29.07.2023 04:00 - 29.07.2023 05:00","26476","26061"
"29.07.2023 05:00 - 29.07.2023 06:00","26827","26114"
"29.07.2023 06:00 - 29.07.2023 07:00","27474","26534"
"29.07.2023 07:00 - 29.07.2023 08:00","29808","29035"
"29.07.2023 08:00 - 29.07.2023 09:00","31877","31727"
"29.07.2023 09:00 - 29.07.2023 10:00","33137","33037"
"29.07.2023 10:00 - 29.07.2023 11:00","33168","33189"
"29.07.2023 11:00 - 29.07.2023 12:00","32969","33187"
"29.07.2023 12:00 - 29.07.2023 13:00","32415","32478"
"29.07.2023 13:00 - 29.07.2023 14:00","31495","31794"
"29.07.2023 14:00 - 29.07.2023 15:00","30983","31730"
"29.07.2023 15:00 - 29.07.2023 16:00","31008","31637"
"29.07.2023 16:00 - 29.07.2023 17:00","31528","32765"
"29.07.2023 17:00 - 29.07.2023 18:00","32743","34264"
"29.07.2023 18:00 - 29.07.2023 19:00","33991","34880"
"29.07.2023 19:00 - 29.07.2023 20:00","34505","35022"
"29.07.2023 20:00 - 29.07.2023 21:00","34097","34410"
"29.07.2023 21:00 - 29.07.2023 22:00","33521","33647"
"29.07.2023 22:00 - 29.07.2023 23:00","32095","31483"
"29.07.2023 23:00 - 30.07.2023 00:00","29945","29193"
"30.07.2023 00:00 - 30.07.2023 01:00","27369","27349"
"30.07.2023 01:00 - 30.07.2023 02:00","26089","25806"
"30.07.2023 02:00 - 30.07.2023 03:00","24960","24791"
"30.07.2023 03:00 - 30.07.2023 04:00","24301","24244"
"30.07.2023 04:00 - 30.07.2023 05:00","24002","23822"
"30.07.2023 05:00 - 30.07.2023 06:00","23844","23732"
"30.07.2023 06:00 - 30.07.2023 07:00","23581","23406"
"30.07.2023 07:00 - 30.07.2023 08:00","24520","24710"
"30.07.2023 08:00 - 30.07.2023 09:00","26020","26605"
"30.07.2023 09:00 - 30.07.2023 10:00","27257","27606"
"30.07.2023 10:00 - 30.07.2023 11:00","28212","27918"
"30.07.2023 11:00 - 30.07.2023 12:00","28897","28450"
"30.07.2023 12:00 - 30.07.2023 13:00","29253","28654"
"30.07.2023 13:00 - 30.07.2023 14:00","28833","28277"
"30.07.2023 14:00 - 30.07.2023 15:00","28628","28156"
"30.07.2023 15:00 - 30.07.2023 16:00","28636","28661"
"30.07.2023 16:00 - 30.07.2023 17:00","28920","29345"
"30.07.2023 17:00 - 30.07.2023 18:00","29375","30379"
"30.07.2023 18:00 - 30.07.2023 19:00","30731","31674"
"30.07.2023 19:00 - 30.07.2023 20:00","32011","32455"
"30.07.2023 20:00 - 30.07.2023 21:00","32412","32956"
"30.07.2023 21:00 - 30.07.2023 22:00","32467","33084"
"30.07.2023 22:00 - 30.07.2023 23:00","30874","31397"
"30.07.2023 23:00 - 31.07.2023 00:00","28437","29304"
"31.07.2023 00:00 - 31.07.2023 01:00","27307","27163"
"31.07.2023 01:00 - 31.07.2023 02:00","25648","25627"
"31.07.2023 02:00 - 31.07.2023 03:00","24662","24753"
"31.07.2023 03:00 - 31.07.2023 04:00","24220","24266"
"31.07.2023 04:00 - 31.07.2023 05:00","24274","24454"
"31.07.2023 05:00 - 31.07.2023 06:00","25726","25989"
"31.07.2023 06:00 - 31.07.2023 07:00","29220","29644"
"31.07.2023 07:00 - 31.07.2023 08:00","34242","34867"
"31.07.2023 08:00 - 31.07.2023 09:00","38838","39836"
"31.07.2023 09:00 - 31.07.2023 10:00","40596","41765"
"31.07.2023 10:00 - 31.07.2023 11:00","41150","41799"
"31.07.2023 11:00 - 31.07.2023 12:00","41452","41443"
"31.07.2023 12:00 - 31.07.2023 13:00","40669","40203"
"31.07.2023 13:00 - 31.07.2023 14:00","41053","40262"
"31.07.2023 14:00 - 31.07.2023 15:00","42054","41049"
"31.07.2023 15:00 - 31.07.2023 16:00","42483","41362"
"31.07.2023 16:00 - 31.07.2023 17:00","42943","42011"
"31.07.2023 17:00 - 31.07.2023 18:00","42782","42355"
"31.07.2023 18:00 - 31.07.2023 19:00","41776","41765"
"31.07.2023 19:00 - 31.07.2023 20:00","40732","41095"
"31.07.2023 20:00 - 31.07.2023 21:00","39445","39995"
"31.07.2023 21:00 - 31.07.2023 22:00","38903","39251"
"31.07.2023 22:00 - 31.07.2023 23:00","36131","36093"
"31.07.2023 23:00 - 01.08.2023 00:00","33106","33434"
"01.08.2023 00:00 - 01.08.2023 01:00","31588","30967"
"01.08.2023 01:00 - 01.08.2023 02:00","29455","28923"
"01.08.2023 02:00 - 01.08.2023 03:00","28093","27755"
"01.08.2023 03:00 - 01.08.2023 04:00","27245","27334"
"01.08.2023 04:00 - 01.08.2023 05:00","27031","27291"
"01.08.2023 05:00 - 01.08.2023 06:00","28184","28284"
"01.08.2023 06:00 - 01.08.2023 07:00","31071","31321"
"01.08.2023 07:00 - 01.08.2023 08:00","35743","36505"
"01.08.2023 08:00 - 01.08.2023 09:00","40232","41294"
"01.08.2023 09:00 - 01.08.2023 10:00","42240","43444"
"01.08.2023 10:00 - 01.08.2023 11:00","42315","43667"
"01.08.2023 11:00 - 01.08.2023 12:00","41857","43771"
"01.08.2023 12:00 - 01.08.2023 13:00","40879","42153"
"01.08.2023 13:00 - 01.08.2023 14:00","40986","41952"
"01.08.2023 14:00 - 01.08.2023 15:00","42070","42714"
"01.08.2023 15:00 - 01.08.2023 16:00","42747","42449"
"01.08.2023 16:00 - 01.08.2023 17:00","43643","42642"
"01.08.2023 17:00 - 01.08.2023 18:00","43323","42363"
"01.08.2023 18:00 - 01.08.2023 19:00","42391","41441"
"01.08.2023 19:00 - 01.08.2023 20:00","41505","40511"
"01.08.2023 20:00 - 01.08.2023 21:00","40548","39651"
"01.08.2023 21:00 - 01.08.2023 22:00","39853","38359"
"01.08.2023 22:00 - 01.08.2023 23:00","36958","35357"
"01.08.2023 23:00 - 02.08.2023 00:00","34326","32737"
"02.08.2023 00:00 - 02.08.2023 01:00","31618","30283"
"02.08.2023 01:00 - 02.08.2023 02:00","29638","28525"
"02.08.2023 02:00 - 02.08.2023 03:00","28553","27284"
"02.08.2023 03:00 - 02.08.2023 04:00","27980","26578"
"02.08.2023 04:00 - 02.08.2023 05:00","27976","26587"
"02.08.2023 05:00 - 02.08.2023 06:00","28857","27718"
"02.08.2023 06:00 - 02.08.2023 07:00","31742","30729"
"02.08.2023 07:00 - 02.08.2023 08:00","36771","35448"
"02.08.2023 08:00 - 02.08.2023 09:00","41478","40053"
"02.08.2023 09:00 - 02.08.2023 10:00","43690","42091"
"02.08.2023 10:00 - 02.08.2023 11:00","44305","42104"
"02.08.2023 11:00 - 02.08.2023 12:00","44612","42017"
"02.08.2023 12:00 - 02.08.2023 13:00","42588","40790"
"02.08.2023 13:00 - 02.08.2023 14:00","42543","40791"
"02.08.2023 14:00 - 02.08.2023 15:00","42991","41518"
"02.08.2023 15:00 - 02.08.2023 16:00","43078","42055"
"02.08.2023 16:00 - 02.08.2023 17:00","43108","42581"
"02.08.2023 17:00 - 02.08.2023 18:00","42678","42681"
"02.08.2023 18:00 - 02.08.2023 19:00","43216","41809"
"02.08.2023 19:00 - 02.08.2023 20:00","42506","40781"
"02.08.2023 20:00 - 02.08.2023 21:00","41251","39863"
"02.08.2023 21:00 - 02.08.2023 22:00","40196","38621"
"02.08.2023 22:00 - 02.08.2023 23:00","37251","35732"
"02.08.2023 23:00 - 03.08.2023 00:00","34515","32981"
"03.08.2023 00:00 - 03.08.2023 01:00","31277","30428"
"03.08.2023 01:00 - 03.08.2023 02:00","29403","28693"
"03.08.2023 02:00 - 03.08.2023 03:00","28165","27724"
"03.08.2023 03:00 - 03.08.2023 04:00","27553","27180"
"03.08.2023 04:00 - 03.08.2023 05:00","27445","27122"
"03.08.2023 05:00 - 03.08.2023 06:00","28444","28159"
"03.08.2023 06:00 - 03.08.2023 07:00","31094","30853"
"03.08.2023 07:00 - 03.08.2023 08:00","35526","35465"
"03.08.2023 08:00 - 03.08.2023 09:00","39939","39836"
"03.08.2023 09:00 - 03.08.2023 10:00","41763","41892"
"03.08.2023 10:00 - 03.08.2023 11:00","41965","41901"
"03.08.2023 11:00 - 03.08.2023 12:00","41952","42072"
"03.08.2023 12:00 - 03.08.2023 13:00","41196","41452"
"03.08.2023 13:00 - 03.08.2023 14:00","41222","41252"
"03.08.2023 14:00 - 03.08.2023 15:00","41780","41940"
"03.08.2023 15:00 - 03.08.2023 16:00","41615","42483"
"03.08.2023 16:00 - 03.08.2023 17:00","41959","42947"
"03.08.2023 17:00 - 03.08.2023 18:00","42118","42692"
"03.08.2023 18:00 - 03.08.2023 19:00","41109","41902"
"03.08.2023 19:00 - 03.08.2023 20:00","40498","40969"
"03.08.2023 20:00 - 03.08.2023 21:00","39651","40036"
"03.08.2023 21:00 - 03.08.2023 22:00","39415","38789"
"03.08.2023 22:00 - 03.08.2023 23:00","36260","35891"
"03.08.2023 23:00 - 04.08.2023 00:00","33406","33147"
"04.08.2023 00:00 - 04.08.2023 01:00","30100","30735"
"04.08.2023 01:00 - 04.08.2023 02:00","28286","29014"
"04.08.2023 02:00 - 04.08.2023 03:00","27300","27746"
"04.08.2023 03:00 - 04.08.2023 04:00","26784","27163"
"04.08.2023 04:00 - 04.08.2023 05:00","26700","26989"
"04.08.2023 05:00 - 04.08.2023 06:00","27729","27758"
"04.08.2023 06:00 - 04.08.2023 07:00","30287","30145"
"04.08.2023 07:00 - 04.08.2023 08:00","34350","34424"
"04.08.2023 08:00 - 04.08.2023 09:00","38476","38366"
"04.08.2023 09:00 - 04.08.2023 10:00","40388","40160"
"04.08.2023 10:00 - 04.08.2023 11:00","40601","40540"
"04.08.2023 11:00 - 04.08.2023 12:00","40657","40198"
"04.08.2023 12:00 - 04.08.2023 13:00","40564","39211"
"04.08.2023 13:00 - 04.08.2023 14:00","40300","38668"
"04.08.2023 14:00 - 04.08.2023 15:00","40744","38977"
"04.08.2023 15:00 - 04.08.2023 16:00","40903","38612"
"04.08.2023 16:00 - 04.08.2023 17:00","41095","38301"
"04.08.2023 17:00 - 04.08.2023 18:00","40959","37428"
"04.08.2023 18:00 - 04.08.2023 19:00","40578","36799"
"04.08.2023 19:00 - 04.08.2023 20:00","39595","36213"
"04.08.2023 20:00 - 04.08.2023 21:00","38309","35178"
"04.08.2023 21:00 - 04.08.2023 22:00","37018","33599"
"04.08.2023 22:00 - 04.08.2023 23:00","34370","31013"
"04.08.2023 23:00 - 05.08.2023 00:00","31915","28791"
"05.08.2023 00:00 - 05.08.2023 01:00","29328","26819"
"05.08.2023 01:00 - 05.08.2023 02:00","27430","25332"
"05.08.2023 02:00 - 05.08.2023 03:00","26373","24304"
"05.08.2023 03:00 - 05.08.2023 04:00","25703","23698"
"05.08.2023 04:00 - 05.08.2023 05:00","25356","23425"
"05.08.2023 05:00 - 05.08.2023 06:00","25231","23629"
"05.08.2023 06:00 - 05.08.2023 07:00","25590","24030"
"05.08.2023 07:00 - 05.08.2023 08:00","27610","25944"
"05.08.2023 08:00 - 05.08.2023 09:00","29975","28254"
"05.08.2023 09:00 - 05.08.2023 10:00","31333","28432"
"05.08.2023 10:00 - 05.08.2023 11:00","31922","27665"
"05.08.2023 11:00 - 05.08.2023 12:00","31745","27456"
"05.08.2023 12:00 - 05.08.2023 13:00","30840","27642"
"05.08.2023 13:00 - 05.08.2023 14:00","30248","26926"
"05.08.2023 14:00 - 05.08.2023 15:00","29980","26930"
"05.08.2023 15:00 - 05.08.2023 16:00","30020","26822"
"05.08.2023 16:00 - 05.08.2023 17:00","30187","27307"
"05.08.2023 17:00 - 05.08.2023 18:00","30790","28147"
"05.08.2023 18:00 - 05.08.2023 19:00","31697","29014"
"05.08.2023 19:00 - 05.08.2023 20:00","32411","29348"
"05.08.2023 20:00 - 05.08.2023 21:00","32436","29413"
"05.08.2023 21:00 - 05.08.2023 22:00","31818","28742"
"05.08.2023 22:00 - 05.08.2023 23:00","29872","26893"
"05.08.2023 23:00 - 06.08.2023 00:00","27895","24915"
"06.08.2023 00:00 - 06.08.2023 01:00","24101","23210"
"06.08.2023 01:00 - 06.08.2023 02:00","22775","21930"
"06.08.2023 02:00 - 06.08.2023 03:00","21906","21001"
"06.08.2023 03:00 - 06.08.2023 04:00","21373","20421"
"06.08.2023 04:00 - 06.08.2023 05:00","21325","20227"
"06.08.2023 05:00 - 06.08.2023 06:00","21388","20397"
"06.08.2023 06:00 - 06.08.2023 07:00","21318","20197"
"06.08.2023 07:00 - 06.08.2023 08:00","22209","21442"
"06.08.2023 08:00 - 06.08.2023 09:00","23715","23300"
"06.08.2023 09:00 - 06.08.2023 10:00","24760","24165"
"06.08.2023 10:00 - 06.08.2023 11:00","25115","24319"
"06.08.2023 11:00 - 06.08.2023 12:00","25465","24369"
"06.08.2023 12:00 - 06.08.2023 13:00","25694","24373"
"06.08.2023 13:00 - 06.08.2023 14:00","25260","24157"
"06.08.2023 14:00 - 06.08.2023 15:00","25146","23945"
"06.08.2023 15:00 - 06.08.2023 16:00","25148","24345"
"06.08.2023 16:00 - 06.08.2023 17:00","25310","25063"
"06.08.2023 17:00 - 06.08.2023 18:00","26013","25827"
"06.08.2023 18:00 - 06.08.2023 19:00","27273","26410"
